**************** bmn_run479211_raw Chamber 1 primary equalization *******************************

Chamber #1 preliminary channel offsets (average is 4162.954590)
   strip 18 time shift (left+right)/2 = -8.299316
   strip 19 time shift (left+right)/2 = -10.077148
   strip 20 time shift (left+right)/2 = 7.438965
   strip 21 time shift (left+right)/2 = 30.011719
   strip 22 time shift (left+right)/2 = -7.854980
   strip 23 time shift (left+right)/2 = -23.854980
   strip 24 time shift (left+right)/2 = -30.854980
   strip 25 time shift (left+right)/2 = 21.478516
   strip 26 time shift (left+right)/2 = 73.544922
   strip 27 time shift (left+right)/2 = -18.654785
   strip 28 time shift (left+right)/2 = 21.288086
   strip 29 time shift (left+right)/2 = -27.354980
   strip 30 time shift (left+right)/2 = -2.729980
   strip 31 time shift (left+right)/2 = 0.745117
**************** bmn_run479211_raw Chamber 18 primary equalization *******************************

Chamber #18 preliminary channel offsets (average is 9261.385742)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = -2.385742
   strip 2 time shift (left+right)/2 = 9.614258
   strip 3 time shift (left+right)/2 = -32.385742
   strip 4 time shift (left+right)/2 = -11.385742
   strip 5 time shift (left+right)/2 = -17.385742
   strip 6 time shift (left+right)/2 = -3.385742
   strip 7 time shift (left+right)/2 = 3.614258
   strip 8 time shift (left+right)/2 = 78.281250
   strip 9 time shift (left+right)/2 = -36.385742
   strip 10 time shift (left+right)/2 = -34.385742
   strip 11 time shift (left+right)/2 = 5.614258
   strip 12 time shift (left+right)/2 = -27.985352
   strip 13 time shift (left+right)/2 = -31.585938
   strip 14 time shift (left+right)/2 = -4.385742
   strip 15 time shift (left+right)/2 = -31.052734
   strip 16 time shift (left+right)/2 = 69.614258
   strip 17 time shift (left+right)/2 = -33.185547
   strip 18 time shift (left+right)/2 = -31.385742
   strip 19 time shift (left+right)/2 = 6.947266
   strip 20 time shift (left+right)/2 = 65.391602
   strip 21 time shift (left+right)/2 = -28.385742
   strip 22 time shift (left+right)/2 = -31.185547
   strip 23 time shift (left+right)/2 = 24.814453
   strip 24 time shift (left+right)/2 = -13.052734
   strip 25 time shift (left+right)/2 = -29.052734
   strip 26 time shift (left+right)/2 = 45.614258
   strip 27 time shift (left+right)/2 = -11.885742
   strip 28 time shift (left+right)/2 = 65.614258
   strip 29 time shift (left+right)/2 = 21.213867
   strip 30 time shift (left+right)/2 = 40.114258
   strip 31 time shift (left+right)/2 = -25.585938
**************** bmn_run479211_raw Chamber 19 primary equalization *******************************

Chamber #19 preliminary channel offsets (average is 3694.817383)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = -3.817383
   strip 2 time shift (left+right)/2 = -21.817383
   strip 3 time shift (left+right)/2 = -23.817383
   strip 4 time shift (left+right)/2 = 29.515869
   strip 5 time shift (left+right)/2 = -4.817383
   strip 6 time shift (left+right)/2 = 27.182617
   strip 7 time shift (left+right)/2 = -8.817383
   strip 8 time shift (left+right)/2 = 9.182617
   strip 9 time shift (left+right)/2 = -18.484131
   strip 10 time shift (left+right)/2 = -5.817383
   strip 11 time shift (left+right)/2 = -20.817383
   strip 12 time shift (left+right)/2 = 23.182617
   strip 13 time shift (left+right)/2 = -13.817383
   strip 14 time shift (left+right)/2 = -25.817383
   strip 15 time shift (left+right)/2 = 33.182617
   strip 16 time shift (left+right)/2 = -25.817383
   strip 17 time shift (left+right)/2 = -4.817383
   strip 18 time shift (left+right)/2 = -10.484131
   strip 19 time shift (left+right)/2 = -10.484131
   strip 20 time shift (left+right)/2 = -8.817383
   strip 21 time shift (left+right)/2 = -19.817383
   strip 22 time shift (left+right)/2 = 38.849365
   strip 23 time shift (left+right)/2 = 6.182617
   strip 24 time shift (left+right)/2 = -5.817383
   strip 25 time shift (left+right)/2 = -1.817383
   strip 26 time shift (left+right)/2 = -11.317383
   strip 27 time shift (left+right)/2 = 40.682617
   strip 28 time shift (left+right)/2 = -18.484131
   strip 29 time shift (left+right)/2 = 3.182617
   strip 30 time shift (left+right)/2 = 78.182617
   strip 31 time shift (left+right)/2 = -23.817383
**************** bmn_run479211_raw Chamber 20 primary equalization *******************************

Chamber #20 preliminary channel offsets (average is 7795.866211)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = 19.133789
   strip 2 time shift (left+right)/2 = 64.133789
   strip 3 time shift (left+right)/2 = -8.866211
   strip 4 time shift (left+right)/2 = -8.866211
   strip 5 time shift (left+right)/2 = 7.133789
   strip 6 time shift (left+right)/2 = 15.800293
   strip 7 time shift (left+right)/2 = -22.866211
   strip 8 time shift (left+right)/2 = -17.866211
   strip 9 time shift (left+right)/2 = -22.866211
   strip 10 time shift (left+right)/2 = 15.800293
   strip 11 time shift (left+right)/2 = 0.000000
   strip 12 time shift (left+right)/2 = 1.133789
   strip 13 time shift (left+right)/2 = -29.866211
   strip 14 time shift (left+right)/2 = -24.866211
   strip 15 time shift (left+right)/2 = 35.633789
   strip 16 time shift (left+right)/2 = -40.866211
   strip 17 time shift (left+right)/2 = -35.866211
   strip 18 time shift (left+right)/2 = 27.133789
   strip 19 time shift (left+right)/2 = -0.866211
   strip 20 time shift (left+right)/2 = 11.533691
   strip 21 time shift (left+right)/2 = -18.866211
   strip 22 time shift (left+right)/2 = -14.866211
   strip 23 time shift (left+right)/2 = -10.866211
   strip 24 time shift (left+right)/2 = -26.866211
   strip 25 time shift (left+right)/2 = -12.866211
   strip 26 time shift (left+right)/2 = 47.133789
   strip 27 time shift (left+right)/2 = 0.000000
   strip 28 time shift (left+right)/2 = 0.000000
   strip 29 time shift (left+right)/2 = 49.133789
   strip 30 time shift (left+right)/2 = 23.133789
   strip 31 time shift (left+right)/2 = -18.866211
**************** bmn_run479211_raw Chamber 21 primary equalization *******************************

Chamber #21 preliminary channel offsets (average is 9161.168945)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = -10.168945
   strip 2 time shift (left+right)/2 = 38.831055
   strip 3 time shift (left+right)/2 = -16.168945
   strip 4 time shift (left+right)/2 = -4.835938
   strip 5 time shift (left+right)/2 = -2.168945
   strip 6 time shift (left+right)/2 = -15.835938
   strip 7 time shift (left+right)/2 = -32.168945
   strip 8 time shift (left+right)/2 = 25.164062
   strip 9 time shift (left+right)/2 = 33.831055
   strip 10 time shift (left+right)/2 = -34.168945
   strip 11 time shift (left+right)/2 = 31.831055
   strip 12 time shift (left+right)/2 = 1.831055
   strip 13 time shift (left+right)/2 = -14.168945
   strip 14 time shift (left+right)/2 = -22.168945
   strip 15 time shift (left+right)/2 = 11.831055
   strip 16 time shift (left+right)/2 = 32.831055
   strip 17 time shift (left+right)/2 = 43.259766
   strip 18 time shift (left+right)/2 = -10.668945
   strip 19 time shift (left+right)/2 = -20.168945
   strip 20 time shift (left+right)/2 = -30.168945
   strip 21 time shift (left+right)/2 = 21.831055
   strip 22 time shift (left+right)/2 = -31.501953
   strip 23 time shift (left+right)/2 = -25.168945
   strip 24 time shift (left+right)/2 = -3.168945
   strip 25 time shift (left+right)/2 = 39.831055
   strip 26 time shift (left+right)/2 = -6.835938
   strip 27 time shift (left+right)/2 = 35.164062
   strip 28 time shift (left+right)/2 = -30.168945
   strip 29 time shift (left+right)/2 = 35.831055
   strip 30 time shift (left+right)/2 = -12.168945
   strip 31 time shift (left+right)/2 = -30.168945
**************** bmn_run479211_raw Chamber 22 primary equalization *******************************

Chamber #22 preliminary channel offsets (average is 3773.314209)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = 29.685791
   strip 2 time shift (left+right)/2 = -36.980957
   strip 3 time shift (left+right)/2 = -14.314209
   strip 4 time shift (left+right)/2 = -10.314209
   strip 5 time shift (left+right)/2 = -27.647461
   strip 6 time shift (left+right)/2 = 0.085693
   strip 7 time shift (left+right)/2 = 45.019043
   strip 8 time shift (left+right)/2 = -32.314209
   strip 9 time shift (left+right)/2 = 20.485840
   strip 10 time shift (left+right)/2 = -18.814209
   strip 11 time shift (left+right)/2 = -28.314209
   strip 12 time shift (left+right)/2 = -33.314209
   strip 13 time shift (left+right)/2 = 50.935791
   strip 14 time shift (left+right)/2 = 27.114258
   strip 15 time shift (left+right)/2 = 28.685791
**************** bmn_run479211_raw Chamber 23 primary equalization *******************************

Chamber #23 preliminary channel offsets (average is 8342.252930)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = -31.252930
   strip 2 time shift (left+right)/2 = 24.747070
   strip 3 time shift (left+right)/2 = 25.708984
   strip 4 time shift (left+right)/2 = 68.747070
   strip 5 time shift (left+right)/2 = -29.252930
   strip 6 time shift (left+right)/2 = -13.252930
   strip 7 time shift (left+right)/2 = 63.414062
   strip 8 time shift (left+right)/2 = -21.585938
   strip 9 time shift (left+right)/2 = 6.747070
   strip 10 time shift (left+right)/2 = -1.752930
   strip 11 time shift (left+right)/2 = -26.252930
   strip 12 time shift (left+right)/2 = -25.252930
   strip 13 time shift (left+right)/2 = -29.252930
   strip 14 time shift (left+right)/2 = -20.252930
   strip 15 time shift (left+right)/2 = 8.747070
**************** bmn_run479211_raw Chamber 24 primary equalization *******************************

Chamber #24 preliminary channel offsets (average is 8685.325195)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = 26.532227
   strip 2 time shift (left+right)/2 = -27.325195
   strip 3 time shift (left+right)/2 = 25.674805
   strip 4 time shift (left+right)/2 = -16.325195
   strip 5 time shift (left+right)/2 = 8.474609
   strip 6 time shift (left+right)/2 = -3.880859
   strip 7 time shift (left+right)/2 = 73.212891
   strip 8 time shift (left+right)/2 = -24.325195
   strip 9 time shift (left+right)/2 = -20.325195
   strip 10 time shift (left+right)/2 = -18.325195
   strip 11 time shift (left+right)/2 = -10.325195
   strip 12 time shift (left+right)/2 = 11.674805
   strip 13 time shift (left+right)/2 = 24.765625
   strip 14 time shift (left+right)/2 = -25.924805
   strip 15 time shift (left+right)/2 = -23.575195
**************** bmn_run479211_raw Chamber 25 primary equalization *******************************

Chamber #25 preliminary channel offsets (average is 9845.551758)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = 1.448242
   strip 2 time shift (left+right)/2 = 31.448242
   strip 3 time shift (left+right)/2 = 3.448242
   strip 4 time shift (left+right)/2 = -8.551758
   strip 5 time shift (left+right)/2 = -14.551758
   strip 6 time shift (left+right)/2 = -50.551758
   strip 7 time shift (left+right)/2 = 53.448242
   strip 8 time shift (left+right)/2 = -0.551758
   strip 9 time shift (left+right)/2 = 0.000000
   strip 10 time shift (left+right)/2 = -11.218750
   strip 11 time shift (left+right)/2 = -6.551758
   strip 12 time shift (left+right)/2 = -1.551758
   strip 13 time shift (left+right)/2 = -6.551758
   strip 14 time shift (left+right)/2 = -4.551758
   strip 15 time shift (left+right)/2 = 45.448242
   strip 16 time shift (left+right)/2 = -12.551758
   strip 17 time shift (left+right)/2 = -14.551758
   strip 18 time shift (left+right)/2 = 17.448242
   strip 19 time shift (left+right)/2 = 3.448242
   strip 20 time shift (left+right)/2 = 0.000000
   strip 21 time shift (left+right)/2 = -16.551758
   strip 22 time shift (left+right)/2 = 0.000000
   strip 23 time shift (left+right)/2 = 0.000000
   strip 24 time shift (left+right)/2 = 17.448242
   strip 25 time shift (left+right)/2 = -22.551758
   strip 26 time shift (left+right)/2 = 17.448242
   strip 27 time shift (left+right)/2 = 21.448242
   strip 28 time shift (left+right)/2 = 0.000000
   strip 29 time shift (left+right)/2 = -32.551758
   strip 30 time shift (left+right)/2 = 7.448242
   strip 31 time shift (left+right)/2 = -16.551758
**************** bmn_run479211_raw Chamber 26 primary equalization *******************************

Chamber #26 preliminary channel offsets (average is 9646.833008)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = -41.833008
   strip 2 time shift (left+right)/2 = 0.000000
   strip 3 time shift (left+right)/2 = 9.166992
   strip 4 time shift (left+right)/2 = -7.833008
   strip 5 time shift (left+right)/2 = 0.000000
   strip 6 time shift (left+right)/2 = 8.166992
   strip 7 time shift (left+right)/2 = -25.833008
   strip 8 time shift (left+right)/2 = 40.166992
   strip 9 time shift (left+right)/2 = -5.833008
   strip 10 time shift (left+right)/2 = 0.000000
   strip 11 time shift (left+right)/2 = -33.833008
   strip 12 time shift (left+right)/2 = 0.000000
   strip 13 time shift (left+right)/2 = 20.166992
   strip 14 time shift (left+right)/2 = 0.000000
   strip 15 time shift (left+right)/2 = -35.833008
   strip 16 time shift (left+right)/2 = -27.833008
   strip 17 time shift (left+right)/2 = -23.833008
   strip 18 time shift (left+right)/2 = 0.000000
   strip 19 time shift (left+right)/2 = 0.000000
   strip 20 time shift (left+right)/2 = 0.000000
   strip 21 time shift (left+right)/2 = 50.166992
   strip 22 time shift (left+right)/2 = 64.166992
   strip 23 time shift (left+right)/2 = -37.833008
   strip 24 time shift (left+right)/2 = 0.000000
   strip 25 time shift (left+right)/2 = 0.000000
   strip 26 time shift (left+right)/2 = 16.166992
   strip 27 time shift (left+right)/2 = 0.000000
   strip 28 time shift (left+right)/2 = 0.000000
   strip 29 time shift (left+right)/2 = 0.000000
   strip 30 time shift (left+right)/2 = 50.166992
   strip 31 time shift (left+right)/2 = -17.833008
**************** bmn_run479211_raw Chamber 27 primary equalization *******************************

Chamber #27 preliminary channel offsets (average is 2717.000000)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = 0.000000
   strip 2 time shift (left+right)/2 = 0.000000
   strip 3 time shift (left+right)/2 = -48.000000
   strip 4 time shift (left+right)/2 = 0.000000
   strip 5 time shift (left+right)/2 = 0.000000
   strip 6 time shift (left+right)/2 = 0.000000
   strip 7 time shift (left+right)/2 = 0.000000
   strip 8 time shift (left+right)/2 = 0.000000
   strip 9 time shift (left+right)/2 = 0.000000
   strip 10 time shift (left+right)/2 = 0.000000
   strip 11 time shift (left+right)/2 = 0.000000
   strip 12 time shift (left+right)/2 = 0.000000
   strip 13 time shift (left+right)/2 = 0.000000
   strip 14 time shift (left+right)/2 = 0.000000
   strip 15 time shift (left+right)/2 = 0.000000
   strip 16 time shift (left+right)/2 = 2.000000
   strip 17 time shift (left+right)/2 = 0.000000
   strip 18 time shift (left+right)/2 = 20.000000
   strip 19 time shift (left+right)/2 = 0.000000
   strip 20 time shift (left+right)/2 = 0.000000
   strip 21 time shift (left+right)/2 = 2.000000
   strip 22 time shift (left+right)/2 = 26.000000
   strip 23 time shift (left+right)/2 = 0.000000
   strip 24 time shift (left+right)/2 = 0.000000
   strip 25 time shift (left+right)/2 = 0.000000
   strip 26 time shift (left+right)/2 = 0.000000
   strip 27 time shift (left+right)/2 = 0.000000
   strip 28 time shift (left+right)/2 = 0.000000
   strip 29 time shift (left+right)/2 = 0.000000
   strip 30 time shift (left+right)/2 = -2.000000
   strip 31 time shift (left+right)/2 = 0.000000
**************** bmn_run479211_raw Chamber 28 primary equalization *******************************

Chamber #28 preliminary channel offsets (average is 4325.444336)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = 0.000000
   strip 2 time shift (left+right)/2 = 0.000000
   strip 3 time shift (left+right)/2 = 0.000000
   strip 4 time shift (left+right)/2 = 0.000000
   strip 5 time shift (left+right)/2 = 0.000000
   strip 6 time shift (left+right)/2 = 0.000000
   strip 7 time shift (left+right)/2 = 0.000000
   strip 8 time shift (left+right)/2 = 0.000000
   strip 9 time shift (left+right)/2 = 0.000000
   strip 10 time shift (left+right)/2 = 41.555664
   strip 11 time shift (left+right)/2 = 0.000000
   strip 12 time shift (left+right)/2 = 0.000000
   strip 13 time shift (left+right)/2 = 0.000000
   strip 14 time shift (left+right)/2 = 0.000000
   strip 15 time shift (left+right)/2 = 0.000000
   strip 16 time shift (left+right)/2 = -32.444336
   strip 17 time shift (left+right)/2 = 0.000000
   strip 18 time shift (left+right)/2 = 21.555664
   strip 19 time shift (left+right)/2 = 0.000000
   strip 20 time shift (left+right)/2 = 0.000000
   strip 21 time shift (left+right)/2 = 0.000000
   strip 22 time shift (left+right)/2 = 13.555664
   strip 23 time shift (left+right)/2 = 21.555664
   strip 24 time shift (left+right)/2 = 0.000000
   strip 25 time shift (left+right)/2 = -18.444336
   strip 26 time shift (left+right)/2 = 0.000000
   strip 27 time shift (left+right)/2 = -32.444336
   strip 28 time shift (left+right)/2 = -36.444336
   strip 29 time shift (left+right)/2 = 0.000000
   strip 30 time shift (left+right)/2 = 21.555664
   strip 31 time shift (left+right)/2 = 0.000000
**************** bmn_run479211_raw Chamber 29 primary equalization *******************************

Chamber #29 preliminary channel offsets (average is 7728.529297)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = 0.000000
   strip 2 time shift (left+right)/2 = 0.000000
   strip 3 time shift (left+right)/2 = 36.470703
   strip 4 time shift (left+right)/2 = 0.000000
   strip 5 time shift (left+right)/2 = 34.470703
   strip 6 time shift (left+right)/2 = 78.470703
   strip 7 time shift (left+right)/2 = 0.000000
   strip 8 time shift (left+right)/2 = 0.000000
   strip 9 time shift (left+right)/2 = -19.529297
   strip 10 time shift (left+right)/2 = 0.000000
   strip 11 time shift (left+right)/2 = -21.529297
   strip 12 time shift (left+right)/2 = -37.529297
   strip 13 time shift (left+right)/2 = 0.000000
   strip 14 time shift (left+right)/2 = 0.000000
   strip 15 time shift (left+right)/2 = 20.470703
   strip 16 time shift (left+right)/2 = -15.529297
   strip 17 time shift (left+right)/2 = -29.529297
   strip 18 time shift (left+right)/2 = -13.529297
   strip 19 time shift (left+right)/2 = -31.529297
   strip 20 time shift (left+right)/2 = 0.000000
   strip 21 time shift (left+right)/2 = 0.000000
   strip 22 time shift (left+right)/2 = 20.470703
   strip 23 time shift (left+right)/2 = 33.470703
   strip 24 time shift (left+right)/2 = 0.000000
   strip 25 time shift (left+right)/2 = 0.000000
   strip 26 time shift (left+right)/2 = 20.470703
   strip 27 time shift (left+right)/2 = 0.000000
   strip 28 time shift (left+right)/2 = -19.529297
   strip 29 time shift (left+right)/2 = -26.529297
   strip 30 time shift (left+right)/2 = -29.529297
   strip 31 time shift (left+right)/2 = 0.000000
**************** bmn_run479211_raw Chamber 30 primary equalization *******************************

Chamber #30 preliminary channel offsets (average is 2297.399902)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = 0.000000
   strip 2 time shift (left+right)/2 = 0.000000
   strip 3 time shift (left+right)/2 = 0.000000
   strip 4 time shift (left+right)/2 = 0.000000
   strip 5 time shift (left+right)/2 = 0.000000
   strip 6 time shift (left+right)/2 = 0.000000
   strip 7 time shift (left+right)/2 = 0.000000
   strip 8 time shift (left+right)/2 = 0.000000
   strip 9 time shift (left+right)/2 = 61.600098
   strip 10 time shift (left+right)/2 = 0.000000
   strip 11 time shift (left+right)/2 = 0.000000
   strip 12 time shift (left+right)/2 = -32.399902
   strip 13 time shift (left+right)/2 = -40.399902
   strip 14 time shift (left+right)/2 = 0.000000
   strip 15 time shift (left+right)/2 = 5.600098
   strip 16 time shift (left+right)/2 = 5.600098
   strip 17 time shift (left+right)/2 = 0.000000
   strip 18 time shift (left+right)/2 = 0.000000
   strip 19 time shift (left+right)/2 = 0.000000
   strip 20 time shift (left+right)/2 = 0.000000
   strip 21 time shift (left+right)/2 = 0.000000
   strip 22 time shift (left+right)/2 = 0.000000
   strip 23 time shift (left+right)/2 = 0.000000
   strip 24 time shift (left+right)/2 = 0.000000
   strip 25 time shift (left+right)/2 = 0.000000
   strip 26 time shift (left+right)/2 = 0.000000
   strip 27 time shift (left+right)/2 = 0.000000
   strip 28 time shift (left+right)/2 = 0.000000
   strip 29 time shift (left+right)/2 = 0.000000
   strip 30 time shift (left+right)/2 = 0.000000
   strip 31 time shift (left+right)/2 = 0.000000
**************** bmn_run479211_raw Chamber 31 primary equalization *******************************

Chamber #31 preliminary channel offsets (average is 5471.370605)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = 15.629395
   strip 2 time shift (left+right)/2 = 0.000000
   strip 3 time shift (left+right)/2 = 45.629395
   strip 4 time shift (left+right)/2 = 21.629395
   strip 5 time shift (left+right)/2 = -38.370605
   strip 6 time shift (left+right)/2 = -30.370605
   strip 7 time shift (left+right)/2 = 0.000000
   strip 8 time shift (left+right)/2 = -34.370605
   strip 9 time shift (left+right)/2 = 15.629395
   strip 10 time shift (left+right)/2 = 3.962891
   strip 11 time shift (left+right)/2 = -34.370605
   strip 12 time shift (left+right)/2 = -0.370605
   strip 13 time shift (left+right)/2 = 0.000000
   strip 14 time shift (left+right)/2 = 8.629395
   strip 15 time shift (left+right)/2 = -6.370605
   strip 16 time shift (left+right)/2 = 3.629395
   strip 17 time shift (left+right)/2 = 27.629395
   strip 18 time shift (left+right)/2 = 15.629395
   strip 19 time shift (left+right)/2 = 17.629395
   strip 20 time shift (left+right)/2 = -20.370605
   strip 21 time shift (left+right)/2 = -8.370605
   strip 22 time shift (left+right)/2 = 25.629395
   strip 23 time shift (left+right)/2 = -8.370605
   strip 24 time shift (left+right)/2 = 7.629395
   strip 25 time shift (left+right)/2 = 36.629395
   strip 26 time shift (left+right)/2 = 0.000000
   strip 27 time shift (left+right)/2 = -3.370605
   strip 28 time shift (left+right)/2 = -10.370605
   strip 29 time shift (left+right)/2 = -40.370605
   strip 30 time shift (left+right)/2 = 15.629395
   strip 31 time shift (left+right)/2 = -25.704102
**************** bmn_run479211_raw Chamber 32 primary equalization *******************************

Chamber #32 preliminary channel offsets (average is 9946.253906)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = 8.746094
   strip 2 time shift (left+right)/2 = 32.746094
   strip 3 time shift (left+right)/2 = -23.253906
   strip 4 time shift (left+right)/2 = 0.000000
   strip 5 time shift (left+right)/2 = -11.253906
   strip 6 time shift (left+right)/2 = -5.920898
   strip 7 time shift (left+right)/2 = -22.253906
   strip 8 time shift (left+right)/2 = 31.746094
   strip 9 time shift (left+right)/2 = -2.253906
   strip 10 time shift (left+right)/2 = 5.413086
   strip 11 time shift (left+right)/2 = 26.746094
   strip 12 time shift (left+right)/2 = -22.253906
   strip 13 time shift (left+right)/2 = -13.253906
   strip 14 time shift (left+right)/2 = -7.654297
   strip 15 time shift (left+right)/2 = -23.253906
   strip 16 time shift (left+right)/2 = 0.000000
   strip 17 time shift (left+right)/2 = 38.746094
   strip 18 time shift (left+right)/2 = 0.000000
   strip 19 time shift (left+right)/2 = 0.000000
   strip 20 time shift (left+right)/2 = -11.253906
   strip 21 time shift (left+right)/2 = 0.000000
   strip 22 time shift (left+right)/2 = -25.253906
   strip 23 time shift (left+right)/2 = 0.000000
   strip 24 time shift (left+right)/2 = -13.253906
   strip 25 time shift (left+right)/2 = 0.000000
   strip 26 time shift (left+right)/2 = 0.000000
   strip 27 time shift (left+right)/2 = 28.746094
   strip 28 time shift (left+right)/2 = 0.000000
   strip 29 time shift (left+right)/2 = -23.253906
   strip 30 time shift (left+right)/2 = 36.746094
   strip 31 time shift (left+right)/2 = -5.253906
**************** bmn_run479211_raw Chamber 33 primary equalization *******************************

Chamber #33 preliminary channel offsets (average is 8361.250000)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = -26.250000
   strip 2 time shift (left+right)/2 = -44.250000
   strip 3 time shift (left+right)/2 = -20.250000
   strip 4 time shift (left+right)/2 = 0.000000
   strip 5 time shift (left+right)/2 = 0.000000
   strip 6 time shift (left+right)/2 = -6.250000
   strip 7 time shift (left+right)/2 = 27.750000
   strip 8 time shift (left+right)/2 = 13.750000
   strip 9 time shift (left+right)/2 = -4.250000
   strip 10 time shift (left+right)/2 = 0.000000
   strip 11 time shift (left+right)/2 = 0.000000
   strip 12 time shift (left+right)/2 = 0.000000
   strip 13 time shift (left+right)/2 = 9.750000
   strip 14 time shift (left+right)/2 = 0.000000
   strip 15 time shift (left+right)/2 = 0.000000
   strip 16 time shift (left+right)/2 = 27.750000
   strip 17 time shift (left+right)/2 = 0.000000
   strip 18 time shift (left+right)/2 = 0.000000
   strip 19 time shift (left+right)/2 = 0.000000
   strip 20 time shift (left+right)/2 = 0.000000
   strip 21 time shift (left+right)/2 = 57.750000
   strip 22 time shift (left+right)/2 = 0.000000
   strip 23 time shift (left+right)/2 = 0.000000
   strip 24 time shift (left+right)/2 = 0.000000
   strip 25 time shift (left+right)/2 = 0.000000
   strip 26 time shift (left+right)/2 = -10.250000
   strip 27 time shift (left+right)/2 = -36.250000
   strip 28 time shift (left+right)/2 = -18.250000
   strip 29 time shift (left+right)/2 = 39.750000
   strip 30 time shift (left+right)/2 = -24.250000
   strip 31 time shift (left+right)/2 = 13.750000
**************** bmn_run479211_raw Chamber 34 primary equalization *******************************

Chamber #34 preliminary channel offsets (average is 3952.909180)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = 0.000000
   strip 2 time shift (left+right)/2 = 0.000000
   strip 3 time shift (left+right)/2 = -37.909180
   strip 4 time shift (left+right)/2 = -8.909180
   strip 5 time shift (left+right)/2 = 0.000000
   strip 6 time shift (left+right)/2 = 24.090820
   strip 7 time shift (left+right)/2 = 0.000000
   strip 8 time shift (left+right)/2 = 0.000000
   strip 9 time shift (left+right)/2 = -3.909180
   strip 10 time shift (left+right)/2 = 0.000000
   strip 11 time shift (left+right)/2 = 0.000000
   strip 12 time shift (left+right)/2 = -23.909180
   strip 13 time shift (left+right)/2 = 0.000000
   strip 14 time shift (left+right)/2 = 0.000000
   strip 15 time shift (left+right)/2 = 18.090820
   strip 16 time shift (left+right)/2 = 0.000000
   strip 17 time shift (left+right)/2 = 10.090820
   strip 18 time shift (left+right)/2 = 0.000000
   strip 19 time shift (left+right)/2 = 0.000000
   strip 20 time shift (left+right)/2 = -47.909180
   strip 21 time shift (left+right)/2 = 0.000000
   strip 22 time shift (left+right)/2 = 50.090820
   strip 23 time shift (left+right)/2 = 44.090820
   strip 24 time shift (left+right)/2 = 0.000000
   strip 25 time shift (left+right)/2 = 0.000000
   strip 26 time shift (left+right)/2 = 0.000000
   strip 27 time shift (left+right)/2 = 0.000000
   strip 28 time shift (left+right)/2 = 0.000000
   strip 29 time shift (left+right)/2 = 0.000000
   strip 30 time shift (left+right)/2 = 0.000000
   strip 31 time shift (left+right)/2 = -23.909180
**************** bmn_run479211_raw Chamber 35 primary equalization *******************************

Chamber #35 preliminary channel offsets (average is 2382.666748)
   strip 0 time shift (left+right)/2 = 0.000000
   strip 1 time shift (left+right)/2 = 0.000000
   strip 2 time shift (left+right)/2 = 0.000000
   strip 3 time shift (left+right)/2 = 0.000000
   strip 4 time shift (left+right)/2 = 0.000000
   strip 5 time shift (left+right)/2 = 0.000000
   strip 6 time shift (left+right)/2 = 0.000000
   strip 7 time shift (left+right)/2 = 0.000000
   strip 8 time shift (left+right)/2 = 0.000000
   strip 9 time shift (left+right)/2 = 0.000000
   strip 10 time shift (left+right)/2 = 14.333252
   strip 11 time shift (left+right)/2 = 32.333252
   strip 12 time shift (left+right)/2 = 2.333252
   strip 13 time shift (left+right)/2 = 4.333252
   strip 14 time shift (left+right)/2 = -22.666748
   strip 15 time shift (left+right)/2 = -25.666748
   strip 16 time shift (left+right)/2 = 0.000000
   strip 17 time shift (left+right)/2 = 0.000000
   strip 18 time shift (left+right)/2 = 0.000000
   strip 19 time shift (left+right)/2 = 0.000000
   strip 20 time shift (left+right)/2 = 0.000000
   strip 21 time shift (left+right)/2 = 2.333252
   strip 22 time shift (left+right)/2 = 0.000000
   strip 23 time shift (left+right)/2 = -1.666748
   strip 24 time shift (left+right)/2 = -51.666748
   strip 25 time shift (left+right)/2 = -0.666748
   strip 26 time shift (left+right)/2 = -1.666748
